|dates|Yankton_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Yankton_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Yankton_SouthDakota_UnitedStates.Male_Total_Population.data|Yankton_SouthDakota_UnitedStates.Male_Total_Population.missing|Yankton_SouthDakota_UnitedStates.Female_Total_Population.data|Yankton_SouthDakota_UnitedStates.Female_Total_Population.missing|Yankton_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Yankton_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4311.0|0|11900.0|0|10969.0|0|4860.0|0
