|dates|Boone_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Boone_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Boone_Kentucky_UnitedStates.Male_Total_Population.data|Boone_Kentucky_UnitedStates.Male_Total_Population.missing|Boone_Kentucky_UnitedStates.Female_Total_Population.data|Boone_Kentucky_UnitedStates.Female_Total_Population.missing|Boone_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Boone_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|17804.0|0|65164.0|0|66369.0|0|34210.0|0
