|dates|Horry_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Horry_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Horry_SouthCarolina_UnitedStates.Male_Total_Population.data|Horry_SouthCarolina_UnitedStates.Male_Total_Population.missing|Horry_SouthCarolina_UnitedStates.Female_Total_Population.data|Horry_SouthCarolina_UnitedStates.Female_Total_Population.missing|Horry_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Horry_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|82431.0|0|165810.0|0|178337.0|0|61715.0|0
