|dates|Accomack_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Accomack_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Accomack_Virginia_UnitedStates.Male_Total_Population.data|Accomack_Virginia_UnitedStates.Male_Total_Population.missing|Accomack_Virginia_UnitedStates.Female_Total_Population.data|Accomack_Virginia_UnitedStates.Female_Total_Population.missing|Accomack_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Accomack_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7638.0|0|15817.0|0|16595.0|0|6656.0|0
