|dates|Woodbury_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Woodbury_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Woodbury_Iowa_UnitedStates.Male_Total_Population.data|Woodbury_Iowa_UnitedStates.Male_Total_Population.missing|Woodbury_Iowa_UnitedStates.Female_Total_Population.data|Woodbury_Iowa_UnitedStates.Female_Total_Population.missing|Woodbury_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Woodbury_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|15471.0|0|50815.0|0|51724.0|0|26742.0|0
