|dates|Macon_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Macon_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Macon_Illinois_UnitedStates.Male_Total_Population.data|Macon_Illinois_UnitedStates.Male_Total_Population.missing|Macon_Illinois_UnitedStates.Female_Total_Population.data|Macon_Illinois_UnitedStates.Female_Total_Population.missing|Macon_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Macon_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|20960.0|0|50158.0|0|54554.0|0|23150.0|0
