|dates|Cass_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cass_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cass_Minnesota_UnitedStates.Male_Total_Population.data|Cass_Minnesota_UnitedStates.Male_Total_Population.missing|Cass_Minnesota_UnitedStates.Female_Total_Population.data|Cass_Minnesota_UnitedStates.Female_Total_Population.missing|Cass_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Cass_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7659.0|0|15078.0|0|14441.0|0|6243.0|0
