|dates|OutofKY_Kentucky_UnitedStates.BLS_EmployedPopulation.data|OutofKY_Kentucky_UnitedStates.BLS_EmployedPopulation.missing|OutofKY_Kentucky_UnitedStates.BLS_UnemployedPopulation.data|OutofKY_Kentucky_UnitedStates.BLS_UnemployedPopulation.missing|OutofKY_Kentucky_UnitedStates.BLS_UnemploymentRate.data|OutofKY_Kentucky_UnitedStates.BLS_UnemploymentRate.missing|OutofKY_Kentucky_UnitedStates.BLS_LaborForcePopulation.data|OutofKY_Kentucky_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
