|dates|Independence_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Independence_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Independence_Arkansas_UnitedStates.Male_Total_Population.data|Independence_Arkansas_UnitedStates.Male_Total_Population.missing|Independence_Arkansas_UnitedStates.Female_Total_Population.data|Independence_Arkansas_UnitedStates.Female_Total_Population.missing|Independence_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Independence_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6603.0|0|18371.0|0|19307.0|0|9122.0|0
