|dates|Shelby_Kentucky_UnitedStates.AveragePrecipitationTotal.data|Shelby_Kentucky_UnitedStates.AveragePrecipitationTotal.missing|Shelby_Kentucky_UnitedStates.AveragePrecipitation.data|Shelby_Kentucky_UnitedStates.AveragePrecipitation.missing|Shelby_Kentucky_UnitedStates.AverageWindDirection.data|Shelby_Kentucky_UnitedStates.AverageWindDirection.missing|Shelby_Kentucky_UnitedStates.AverageWindSpeed.data|Shelby_Kentucky_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.006136363636363637|8|0.003295454545454546|8|293.1458333333333|0|8.84375|0
