|dates|BigHorn_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|BigHorn_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|BigHorn_Montana_UnitedStates.Male_Total_Population.data|BigHorn_Montana_UnitedStates.Male_Total_Population.missing|BigHorn_Montana_UnitedStates.Female_Total_Population.data|BigHorn_Montana_UnitedStates.Female_Total_Population.missing|BigHorn_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|BigHorn_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1707.0|0|6641.0|0|6697.0|0|4479.0|0
