|dates|Leon_Texas_UnitedStates.BLS_EmployedPopulation.data|Leon_Texas_UnitedStates.BLS_EmployedPopulation.missing|Leon_Texas_UnitedStates.BLS_UnemployedPopulation.data|Leon_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Leon_Texas_UnitedStates.BLS_UnemploymentRate.data|Leon_Texas_UnitedStates.BLS_UnemploymentRate.missing|Leon_Texas_UnitedStates.BLS_LaborForcePopulation.data|Leon_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|5614.0|0|444.0|0|7.329151535160118|0|6058.0|0
