|dates|GraysHarbor_Washington_UnitedStates.BLS_EmployedPopulation.data|GraysHarbor_Washington_UnitedStates.BLS_EmployedPopulation.missing|GraysHarbor_Washington_UnitedStates.BLS_UnemployedPopulation.data|GraysHarbor_Washington_UnitedStates.BLS_UnemployedPopulation.missing|GraysHarbor_Washington_UnitedStates.BLS_UnemploymentRate.data|GraysHarbor_Washington_UnitedStates.BLS_UnemploymentRate.missing|GraysHarbor_Washington_UnitedStates.BLS_LaborForcePopulation.data|GraysHarbor_Washington_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|27092.0|0|2322.5|0|7.895765693790477|0|29414.5|0
0|2020-01-02|27092.0|0|2322.5|0|7.895765693790477|0|29414.5|0
0|2020-01-03|27092.0|0|2322.5|0|7.895765693790477|0|29414.5|0
0|2020-01-04|27092.0|0|2322.5|0|7.895765693790477|0|29414.5|0
0|2020-01-05|27092.0|0|2322.5|0|7.895765693790477|0|29414.5|0
0|2020-01-06|27092.0|0|2322.5|0|7.895765693790477|0|29414.5|0
0|2020-01-07|27092.0|0|2322.5|0|7.895765693790477|0|29414.5|0
0|2020-01-08|27092.0|0|2322.5|0|7.895765693790477|0|29414.5|0
0|2020-01-09|27092.0|0|2322.5|0|7.895765693790477|0|29414.5|0
0|2020-01-10|27092.0|0|2322.5|0|7.895765693790477|0|29414.5|0
0|2020-01-11|27092.0|0|2322.5|0|7.895765693790477|0|29414.5|0
0|2020-01-12|27092.0|0|2322.5|0|7.895765693790477|0|29414.5|0
0|2020-01-13|27092.0|0|2322.5|0|7.895765693790477|0|29414.5|0
0|2020-01-14|27092.0|0|2322.5|0|7.895765693790477|0|29414.5|0
0|2020-01-15|27092.0|0|2322.5|0|7.895765693790477|0|29414.5|0
0|2020-01-16|27092.0|0|2322.5|0|7.895765693790477|0|29414.5|0
0|2020-01-17|27092.0|0|2322.5|0|7.895765693790477|0|29414.5|0
0|2020-01-18|27092.0|0|2322.5|0|7.895765693790477|0|29414.5|0
0|2020-01-19|27092.0|0|2322.5|0|7.895765693790477|0|29414.5|0
0|2020-01-20|27092.0|0|2322.5|0|7.895765693790477|0|29414.5|0
0|2020-01-21|27092.0|0|2322.5|0|7.895765693790477|0|29414.5|0
0|2020-01-22|27092.0|0|2322.5|0|7.895765693790477|0|29414.5|0
0|2020-01-23|27092.0|0|2322.5|0|7.895765693790477|0|29414.5|0
0|2020-01-24|27092.0|0|2322.5|0|7.895765693790477|0|29414.5|0
0|2020-01-25|27092.0|0|2322.5|0|7.895765693790477|0|29414.5|0
0|2020-01-26|27092.0|0|2322.5|0|7.895765693790477|0|29414.5|0
0|2020-01-27|27092.0|0|2322.5|0|7.895765693790477|0|29414.5|0
0|2020-01-28|27092.0|0|2322.5|0|7.895765693790477|0|29414.5|0
0|2020-01-29|27092.0|0|2322.5|0|7.895765693790477|0|29414.5|0
0|2020-01-30|27092.0|0|2322.5|0|7.895765693790477|0|29414.5|0
0|2020-01-31|27092.0|0|2322.5|0|7.895765693790477|0|29414.5|0
0|2020-02-01|27169.5|0|2166.0|0|7.383545533568543|0|29335.5|0
0|2020-02-02|27169.5|0|2166.0|0|7.383545533568543|0|29335.5|0
0|2020-02-03|27169.5|0|2166.0|0|7.383545533568543|0|29335.5|0
0|2020-02-04|27169.5|0|2166.0|0|7.383545533568543|0|29335.5|0
0|2020-02-05|27169.5|0|2166.0|0|7.383545533568543|0|29335.5|0
0|2020-02-06|27169.5|0|2166.0|0|7.383545533568543|0|29335.5|0
0|2020-02-07|27169.5|0|2166.0|0|7.383545533568543|0|29335.5|0
0|2020-02-08|27169.5|0|2166.0|0|7.383545533568543|0|29335.5|0
0|2020-02-09|27169.5|0|2166.0|0|7.383545533568543|0|29335.5|0
0|2020-02-10|27169.5|0|2166.0|0|7.383545533568543|0|29335.5|0
0|2020-02-11|27169.5|0|2166.0|0|7.383545533568543|0|29335.5|0
0|2020-02-12|27169.5|0|2166.0|0|7.383545533568543|0|29335.5|0
0|2020-02-13|27169.5|0|2166.0|0|7.383545533568543|0|29335.5|0
0|2020-02-14|27169.5|0|2166.0|0|7.383545533568543|0|29335.5|0
0|2020-02-15|27169.5|0|2166.0|0|7.383545533568543|0|29335.5|0
0|2020-02-16|27169.5|0|2166.0|0|7.383545533568543|0|29335.5|0
0|2020-02-17|27169.5|0|2166.0|0|7.383545533568543|0|29335.5|0
0|2020-02-18|27169.5|0|2166.0|0|7.383545533568543|0|29335.5|0
0|2020-02-19|27169.5|0|2166.0|0|7.383545533568543|0|29335.5|0
0|2020-02-20|27169.5|0|2166.0|0|7.383545533568543|0|29335.5|0
0|2020-02-21|27169.5|0|2166.0|0|7.383545533568543|0|29335.5|0
0|2020-02-22|27169.5|0|2166.0|0|7.383545533568543|0|29335.5|0
0|2020-02-23|27169.5|0|2166.0|0|7.383545533568543|0|29335.5|0
0|2020-02-24|27169.5|0|2166.0|0|7.383545533568543|0|29335.5|0
0|2020-02-25|27169.5|0|2166.0|0|7.383545533568543|0|29335.5|0
0|2020-02-26|27169.5|0|2166.0|0|7.383545533568543|0|29335.5|0
0|2020-02-27|27169.5|0|2166.0|0|7.383545533568543|0|29335.5|0
0|2020-02-28|27169.5|0|2166.0|0|7.383545533568543|0|29335.5|0
0|2020-02-29|27169.5|0|2166.0|0|7.383545533568543|0|29335.5|0
0|2020-03-01|26547.5|0|2128.5|0|7.422583344957456|0|28676.0|0
0|2020-03-02|26547.5|0|2128.5|0|7.422583344957456|0|28676.0|0
0|2020-03-03|26547.5|0|2128.5|0|7.422583344957456|0|28676.0|0
0|2020-03-04|26547.5|0|2128.5|0|7.422583344957456|0|28676.0|0
0|2020-03-05|26547.5|0|2128.5|0|7.422583344957456|0|28676.0|0
0|2020-03-06|26547.5|0|2128.5|0|7.422583344957456|0|28676.0|0
0|2020-03-07|26547.5|0|2128.5|0|7.422583344957456|0|28676.0|0
0|2020-03-08|26547.5|0|2128.5|0|7.422583344957456|0|28676.0|0
0|2020-03-09|26547.5|0|2128.5|0|7.422583344957456|0|28676.0|0
0|2020-03-10|26547.5|0|2128.5|0|7.422583344957456|0|28676.0|0
0|2020-03-11|26547.5|0|2128.5|0|7.422583344957456|0|28676.0|0
0|2020-03-12|26547.5|0|2128.5|0|7.422583344957456|0|28676.0|0
0|2020-03-13|26547.5|0|2128.5|0|7.422583344957456|0|28676.0|0
0|2020-03-14|26547.5|0|2128.5|0|7.422583344957456|0|28676.0|0
0|2020-03-15|26547.5|0|2128.5|0|7.422583344957456|0|28676.0|0
0|2020-03-16|26547.5|0|2128.5|0|7.422583344957456|0|28676.0|0
0|2020-03-17|26547.5|0|2128.5|0|7.422583344957456|0|28676.0|0
0|2020-03-18|26547.5|0|2128.5|0|7.422583344957456|0|28676.0|0
0|2020-03-19|26547.5|0|2128.5|0|7.422583344957456|0|28676.0|0
0|2020-03-20|26547.5|0|2128.5|0|7.422583344957456|0|28676.0|0
0|2020-03-21|26547.5|0|2128.5|0|7.422583344957456|0|28676.0|0
