|dates|Weld_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Weld_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Weld_Colorado_UnitedStates.Male_Total_Population.data|Weld_Colorado_UnitedStates.Male_Total_Population.missing|Weld_Colorado_UnitedStates.Female_Total_Population.data|Weld_Colorado_UnitedStates.Female_Total_Population.missing|Weld_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Weld_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|38224.0|0|158475.0|0|155830.0|0|82497.0|0
