|dates|McDowell_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|McDowell_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|McDowell_WestVirginia_UnitedStates.Male_Total_Population.data|McDowell_WestVirginia_UnitedStates.Male_Total_Population.missing|McDowell_WestVirginia_UnitedStates.Female_Total_Population.data|McDowell_WestVirginia_UnitedStates.Female_Total_Population.missing|McDowell_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.data|McDowell_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3964.0|0|8917.0|0|9306.0|0|3735.0|0
