|dates|Humboldt_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Humboldt_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Humboldt_Iowa_UnitedStates.Male_Total_Population.data|Humboldt_Iowa_UnitedStates.Male_Total_Population.missing|Humboldt_Iowa_UnitedStates.Female_Total_Population.data|Humboldt_Iowa_UnitedStates.Female_Total_Population.missing|Humboldt_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Humboldt_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2055.0|0|4703.0|0|4844.0|0|2235.0|0
