|dates|Hancock_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hancock_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hancock_WestVirginia_UnitedStates.Male_Total_Population.data|Hancock_WestVirginia_UnitedStates.Male_Total_Population.missing|Hancock_WestVirginia_UnitedStates.Female_Total_Population.data|Hancock_WestVirginia_UnitedStates.Female_Total_Population.missing|Hancock_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.data|Hancock_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6722.0|0|14177.0|0|14917.0|0|5507.0|0
