|dates|Ripley_Indiana_UnitedStates.JHU_ConfirmedCases.data|Ripley_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Ripley_Indiana_UnitedStates.NYT_ConfirmedCases.data|Ripley_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Ripley_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Ripley_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Ripley_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Ripley_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|3987.0|0|0.0|100|71.0|0|0.0|100
