|dates|Hennepin_Minnesota_UnitedStates.BLS_EmployedPopulation.data|Hennepin_Minnesota_UnitedStates.BLS_EmployedPopulation.missing|Hennepin_Minnesota_UnitedStates.BLS_UnemployedPopulation.data|Hennepin_Minnesota_UnitedStates.BLS_UnemployedPopulation.missing|Hennepin_Minnesota_UnitedStates.BLS_UnemploymentRate.data|Hennepin_Minnesota_UnitedStates.BLS_UnemploymentRate.missing|Hennepin_Minnesota_UnitedStates.BLS_LaborForcePopulation.data|Hennepin_Minnesota_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|692300.0|0|17825.0|0|2.5101214574898787|0|710125.0|0
0|2020-01-02|692300.0|0|17825.0|0|2.5101214574898787|0|710125.0|0
0|2020-01-03|692300.0|0|17825.0|0|2.5101214574898787|0|710125.0|0
0|2020-01-04|692300.0|0|17825.0|0|2.5101214574898787|0|710125.0|0
0|2020-01-05|692300.0|0|17825.0|0|2.5101214574898787|0|710125.0|0
0|2020-01-06|692300.0|0|17825.0|0|2.5101214574898787|0|710125.0|0
0|2020-01-07|692300.0|0|17825.0|0|2.5101214574898787|0|710125.0|0
0|2020-01-08|692300.0|0|17825.0|0|2.5101214574898787|0|710125.0|0
0|2020-01-09|692300.0|0|17825.0|0|2.5101214574898787|0|710125.0|0
0|2020-01-10|692300.0|0|17825.0|0|2.5101214574898787|0|710125.0|0
0|2020-01-11|692300.0|0|17825.0|0|2.5101214574898787|0|710125.0|0
0|2020-01-12|692300.0|0|17825.0|0|2.5101214574898787|0|710125.0|0
0|2020-01-13|692300.0|0|17825.0|0|2.5101214574898787|0|710125.0|0
0|2020-01-14|692300.0|0|17825.0|0|2.5101214574898787|0|710125.0|0
0|2020-01-15|692300.0|0|17825.0|0|2.5101214574898787|0|710125.0|0
0|2020-01-16|692300.0|0|17825.0|0|2.5101214574898787|0|710125.0|0
0|2020-01-17|692300.0|0|17825.0|0|2.5101214574898787|0|710125.0|0
0|2020-01-18|692300.0|0|17825.0|0|2.5101214574898787|0|710125.0|0
0|2020-01-19|692300.0|0|17825.0|0|2.5101214574898787|0|710125.0|0
0|2020-01-20|692300.0|0|17825.0|0|2.5101214574898787|0|710125.0|0
0|2020-01-21|692300.0|0|17825.0|0|2.5101214574898787|0|710125.0|0
0|2020-01-22|692300.0|0|17825.0|0|2.5101214574898787|0|710125.0|0
0|2020-01-23|692300.0|0|17825.0|0|2.5101214574898787|0|710125.0|0
0|2020-01-24|692300.0|0|17825.0|0|2.5101214574898787|0|710125.0|0
0|2020-01-25|692300.0|0|17825.0|0|2.5101214574898787|0|710125.0|0
0|2020-01-26|692300.0|0|17825.0|0|2.5101214574898787|0|710125.0|0
0|2020-01-27|692300.0|0|17825.0|0|2.5101214574898787|0|710125.0|0
0|2020-01-28|692300.0|0|17825.0|0|2.5101214574898787|0|710125.0|0
0|2020-01-29|692300.0|0|17825.0|0|2.5101214574898787|0|710125.0|0
0|2020-01-30|692300.0|0|17825.0|0|2.5101214574898787|0|710125.0|0
0|2020-01-31|692300.0|0|17825.0|0|2.5101214574898787|0|710125.0|0
0|2020-02-01|695381.5|0|18296.0|0|2.56362292492057|0|713677.5|0
