|dates|Middlesex_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Middlesex_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Middlesex_NewJersey_UnitedStates.Male_Total_Population.data|Middlesex_NewJersey_UnitedStates.Male_Total_Population.missing|Middlesex_NewJersey_UnitedStates.Female_Total_Population.data|Middlesex_NewJersey_UnitedStates.Female_Total_Population.missing|Middlesex_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.data|Middlesex_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|124198.0|0|408929.0|0|420756.0|0|180190.0|0
