|dates|Pulaski_Kentucky_UnitedStates.BLS_EmployedPopulation.data|Pulaski_Kentucky_UnitedStates.BLS_EmployedPopulation.missing|Pulaski_Kentucky_UnitedStates.BLS_UnemployedPopulation.data|Pulaski_Kentucky_UnitedStates.BLS_UnemployedPopulation.missing|Pulaski_Kentucky_UnitedStates.BLS_UnemploymentRate.data|Pulaski_Kentucky_UnitedStates.BLS_UnemploymentRate.missing|Pulaski_Kentucky_UnitedStates.BLS_LaborForcePopulation.data|Pulaski_Kentucky_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|25462.0|0|1364.5|0|5.0863884591728326|0|26826.5|0
0|2020-01-02|25462.0|0|1364.5|0|5.0863884591728326|0|26826.5|0
0|2020-01-03|25462.0|0|1364.5|0|5.0863884591728326|0|26826.5|0
0|2020-01-04|25462.0|0|1364.5|0|5.0863884591728326|0|26826.5|0
0|2020-01-05|25462.0|0|1364.5|0|5.0863884591728326|0|26826.5|0
0|2020-01-06|25462.0|0|1364.5|0|5.0863884591728326|0|26826.5|0
0|2020-01-07|25462.0|0|1364.5|0|5.0863884591728326|0|26826.5|0
0|2020-01-08|25462.0|0|1364.5|0|5.0863884591728326|0|26826.5|0
0|2020-01-09|25462.0|0|1364.5|0|5.0863884591728326|0|26826.5|0
0|2020-01-10|25462.0|0|1364.5|0|5.0863884591728326|0|26826.5|0
0|2020-01-11|25462.0|0|1364.5|0|5.0863884591728326|0|26826.5|0
0|2020-01-12|25462.0|0|1364.5|0|5.0863884591728326|0|26826.5|0
0|2020-01-13|25462.0|0|1364.5|0|5.0863884591728326|0|26826.5|0
0|2020-01-14|25462.0|0|1364.5|0|5.0863884591728326|0|26826.5|0
0|2020-01-15|25462.0|0|1364.5|0|5.0863884591728326|0|26826.5|0
0|2020-01-16|25462.0|0|1364.5|0|5.0863884591728326|0|26826.5|0
0|2020-01-17|25462.0|0|1364.5|0|5.0863884591728326|0|26826.5|0
0|2020-01-18|25462.0|0|1364.5|0|5.0863884591728326|0|26826.5|0
0|2020-01-19|25462.0|0|1364.5|0|5.0863884591728326|0|26826.5|0
0|2020-01-20|25462.0|0|1364.5|0|5.0863884591728326|0|26826.5|0
0|2020-01-21|25462.0|0|1364.5|0|5.0863884591728326|0|26826.5|0
0|2020-01-22|25462.0|0|1364.5|0|5.0863884591728326|0|26826.5|0
0|2020-01-23|25462.0|0|1364.5|0|5.0863884591728326|0|26826.5|0
0|2020-01-24|25462.0|0|1364.5|0|5.0863884591728326|0|26826.5|0
0|2020-01-25|25462.0|0|1364.5|0|5.0863884591728326|0|26826.5|0
0|2020-01-26|25462.0|0|1364.5|0|5.0863884591728326|0|26826.5|0
0|2020-01-27|25462.0|0|1364.5|0|5.0863884591728326|0|26826.5|0
0|2020-01-28|25462.0|0|1364.5|0|5.0863884591728326|0|26826.5|0
0|2020-01-29|25462.0|0|1364.5|0|5.0863884591728326|0|26826.5|0
0|2020-01-30|25462.0|0|1364.5|0|5.0863884591728326|0|26826.5|0
0|2020-01-31|25462.0|0|1364.5|0|5.0863884591728326|0|26826.5|0
0|2020-02-01|25453.0|0|1297.5|0|4.850376628474234|0|26750.5|0
0|2020-02-02|25453.0|0|1297.5|0|4.850376628474234|0|26750.5|0
0|2020-02-03|25453.0|0|1297.5|0|4.850376628474234|0|26750.5|0
0|2020-02-04|25453.0|0|1297.5|0|4.850376628474234|0|26750.5|0
0|2020-02-05|25453.0|0|1297.5|0|4.850376628474234|0|26750.5|0
0|2020-02-06|25453.0|0|1297.5|0|4.850376628474234|0|26750.5|0
0|2020-02-07|25453.0|0|1297.5|0|4.850376628474234|0|26750.5|0
0|2020-02-08|25453.0|0|1297.5|0|4.850376628474234|0|26750.5|0
0|2020-02-09|25453.0|0|1297.5|0|4.850376628474234|0|26750.5|0
0|2020-02-10|25453.0|0|1297.5|0|4.850376628474234|0|26750.5|0
0|2020-02-11|25453.0|0|1297.5|0|4.850376628474234|0|26750.5|0
0|2020-02-12|25453.0|0|1297.5|0|4.850376628474234|0|26750.5|0
0|2020-02-13|25453.0|0|1297.5|0|4.850376628474234|0|26750.5|0
0|2020-02-14|25453.0|0|1297.5|0|4.850376628474234|0|26750.5|0
0|2020-02-15|25453.0|0|1297.5|0|4.850376628474234|0|26750.5|0
0|2020-02-16|25453.0|0|1297.5|0|4.850376628474234|0|26750.5|0
0|2020-02-17|25453.0|0|1297.5|0|4.850376628474234|0|26750.5|0
0|2020-02-18|25453.0|0|1297.5|0|4.850376628474234|0|26750.5|0
0|2020-02-19|25453.0|0|1297.5|0|4.850376628474234|0|26750.5|0
0|2020-02-20|25453.0|0|1297.5|0|4.850376628474234|0|26750.5|0
0|2020-02-21|25453.0|0|1297.5|0|4.850376628474234|0|26750.5|0
0|2020-02-22|25453.0|0|1297.5|0|4.850376628474234|0|26750.5|0
0|2020-02-23|25453.0|0|1297.5|0|4.850376628474234|0|26750.5|0
0|2020-02-24|25453.0|0|1297.5|0|4.850376628474234|0|26750.5|0
0|2020-02-25|25453.0|0|1297.5|0|4.850376628474234|0|26750.5|0
0|2020-02-26|25453.0|0|1297.5|0|4.850376628474234|0|26750.5|0
0|2020-02-27|25453.0|0|1297.5|0|4.850376628474234|0|26750.5|0
0|2020-02-28|25453.0|0|1297.5|0|4.850376628474234|0|26750.5|0
0|2020-02-29|25453.0|0|1297.5|0|4.850376628474234|0|26750.5|0
0|2020-03-01|25143.0|0|1515.0|0|5.683097006527121|0|26658.0|0
0|2020-03-02|25143.0|0|1515.0|0|5.683097006527121|0|26658.0|0
0|2020-03-03|25143.0|0|1515.0|0|5.683097006527121|0|26658.0|0
0|2020-03-04|25143.0|0|1515.0|0|5.683097006527121|0|26658.0|0
0|2020-03-05|25143.0|0|1515.0|0|5.683097006527121|0|26658.0|0
0|2020-03-06|25143.0|0|1515.0|0|5.683097006527121|0|26658.0|0
0|2020-03-07|25143.0|0|1515.0|0|5.683097006527121|0|26658.0|0
0|2020-03-08|25143.0|0|1515.0|0|5.683097006527121|0|26658.0|0
0|2020-03-09|25143.0|0|1515.0|0|5.683097006527121|0|26658.0|0
0|2020-03-10|25143.0|0|1515.0|0|5.683097006527121|0|26658.0|0
0|2020-03-11|25143.0|0|1515.0|0|5.683097006527121|0|26658.0|0
0|2020-03-12|25143.0|0|1515.0|0|5.683097006527121|0|26658.0|0
0|2020-03-13|25143.0|0|1515.0|0|5.683097006527121|0|26658.0|0
0|2020-03-14|25143.0|0|1515.0|0|5.683097006527121|0|26658.0|0
0|2020-03-15|25143.0|0|1515.0|0|5.683097006527121|0|26658.0|0
0|2020-03-16|25143.0|0|1515.0|0|5.683097006527121|0|26658.0|0
0|2020-03-17|25143.0|0|1515.0|0|5.683097006527121|0|26658.0|0
0|2020-03-18|25143.0|0|1515.0|0|5.683097006527121|0|26658.0|0
0|2020-03-19|25143.0|0|1515.0|0|5.683097006527121|0|26658.0|0
0|2020-03-20|25143.0|0|1515.0|0|5.683097006527121|0|26658.0|0
0|2020-03-21|25143.0|0|1515.0|0|5.683097006527121|0|26658.0|0
0|2020-03-22|25143.0|0|1515.0|0|5.683097006527121|0|26658.0|0
0|2020-03-23|25143.0|0|1515.0|0|5.683097006527121|0|26658.0|0
0|2020-03-24|25143.0|0|1515.0|0|5.683097006527121|0|26658.0|0
0|2020-03-25|25143.0|0|1515.0|0|5.683097006527121|0|26658.0|0
0|2020-03-26|25143.0|0|1515.0|0|5.683097006527121|0|26658.0|0
0|2020-03-27|25143.0|0|1515.0|0|5.683097006527121|0|26658.0|0
0|2020-03-28|25143.0|0|1515.0|0|5.683097006527121|0|26658.0|0
0|2020-03-29|25143.0|0|1515.0|0|5.683097006527121|0|26658.0|0
0|2020-03-30|25143.0|0|1515.0|0|5.683097006527121|0|26658.0|0
0|2020-03-31|25143.0|0|1515.0|0|5.683097006527121|0|26658.0|0
0|2020-04-01|22124.0|0|4846.5|0|17.969633488441076|0|26970.5|0
0|2020-04-02|22124.0|0|4846.5|0|17.969633488441076|0|26970.5|0
0|2020-04-03|22124.0|0|4846.5|0|17.969633488441076|0|26970.5|0
0|2020-04-04|22124.0|0|4846.5|0|17.969633488441076|0|26970.5|0
0|2020-04-05|22124.0|0|4846.5|0|17.969633488441076|0|26970.5|0
0|2020-04-06|22124.0|0|4846.5|0|17.969633488441076|0|26970.5|0
0|2020-04-07|22124.0|0|4846.5|0|17.969633488441076|0|26970.5|0
0|2020-04-08|22124.0|0|4846.5|0|17.969633488441076|0|26970.5|0
0|2020-04-09|22124.0|0|4846.5|0|17.969633488441076|0|26970.5|0
0|2020-04-10|22124.0|0|4846.5|0|17.969633488441076|0|26970.5|0
0|2020-04-11|22124.0|0|4846.5|0|17.969633488441076|0|26970.5|0
0|2020-04-12|22124.0|0|4846.5|0|17.969633488441076|0|26970.5|0
0|2020-04-13|22124.0|0|4846.5|0|17.969633488441076|0|26970.5|0
0|2020-04-14|22124.0|0|4846.5|0|17.969633488441076|0|26970.5|0
0|2020-04-15|22124.0|0|4846.5|0|17.969633488441076|0|26970.5|0
