|dates|Monroe_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Monroe_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Monroe_Georgia_UnitedStates.Male_Total_Population.data|Monroe_Georgia_UnitedStates.Male_Total_Population.missing|Monroe_Georgia_UnitedStates.Female_Total_Population.data|Monroe_Georgia_UnitedStates.Female_Total_Population.missing|Monroe_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Monroe_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5103.0|0|13723.0|0|13797.0|0|5633.0|0
