|dates|OutofLA_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|OutofLA_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|OutofLA_Louisiana_UnitedStates.Male_Total_Population.data|OutofLA_Louisiana_UnitedStates.Male_Total_Population.missing|OutofLA_Louisiana_UnitedStates.Female_Total_Population.data|OutofLA_Louisiana_UnitedStates.Female_Total_Population.missing|OutofLA_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|OutofLA_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
