|dates|Chester_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Chester_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Chester_Tennessee_UnitedStates.Male_Total_Population.data|Chester_Tennessee_UnitedStates.Male_Total_Population.missing|Chester_Tennessee_UnitedStates.Female_Total_Population.data|Chester_Tennessee_UnitedStates.Female_Total_Population.missing|Chester_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Chester_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2966.0|0|8309.0|0|8967.0|0|3814.0|0
