|dates|SaltLake_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.data|SaltLake_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|SaltLake_Utah_UnitedStates.Male_Total_Population.data|SaltLake_Utah_UnitedStates.Male_Total_Population.missing|SaltLake_Utah_UnitedStates.Female_Total_Population.data|SaltLake_Utah_UnitedStates.Female_Total_Population.missing|SaltLake_Utah_UnitedStates.MaleAndFemale_Under18_Population.data|SaltLake_Utah_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|125157.0|0|578614.0|0|574019.0|0|312889.0|0
