|dates|Knox_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Knox_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Knox_Tennessee_UnitedStates.Male_Total_Population.data|Knox_Tennessee_UnitedStates.Male_Total_Population.missing|Knox_Tennessee_UnitedStates.Female_Total_Population.data|Knox_Tennessee_UnitedStates.Female_Total_Population.missing|Knox_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Knox_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|73661.0|0|226006.0|0|239283.0|0|97591.0|0
