|dates|Loving_Texas_UnitedStates.JHU_ConfirmedCases.data|Loving_Texas_UnitedStates.JHU_ConfirmedCases.missing|Loving_Texas_UnitedStates.NYT_ConfirmedCases.data|Loving_Texas_UnitedStates.NYT_ConfirmedCases.missing|Loving_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Loving_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Loving_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Loving_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|7.0|0|0.0|100|0.0|0|0.0|100
