|dates|Charlotte_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Charlotte_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Charlotte_Virginia_UnitedStates.Male_Total_Population.data|Charlotte_Virginia_UnitedStates.Male_Total_Population.missing|Charlotte_Virginia_UnitedStates.Female_Total_Population.data|Charlotte_Virginia_UnitedStates.Female_Total_Population.missing|Charlotte_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Charlotte_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2654.0|0|5896.0|0|6042.0|0|2491.0|0
