|dates|Pierce_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pierce_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pierce_Nebraska_UnitedStates.Male_Total_Population.data|Pierce_Nebraska_UnitedStates.Male_Total_Population.missing|Pierce_Nebraska_UnitedStates.Female_Total_Population.data|Pierce_Nebraska_UnitedStates.Female_Total_Population.missing|Pierce_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Pierce_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1378.0|0|3615.0|0|3527.0|0|1761.0|0
