|dates|Harrison_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Harrison_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Harrison_WestVirginia_UnitedStates.Male_Total_Population.data|Harrison_WestVirginia_UnitedStates.Male_Total_Population.missing|Harrison_WestVirginia_UnitedStates.Female_Total_Population.data|Harrison_WestVirginia_UnitedStates.Female_Total_Population.missing|Harrison_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.data|Harrison_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|13140.0|0|33182.0|0|34372.0|0|14434.0|0
