|dates|Goodhue_Minnesota_UnitedStates.BLS_EmployedPopulation.data|Goodhue_Minnesota_UnitedStates.BLS_EmployedPopulation.missing|Goodhue_Minnesota_UnitedStates.BLS_UnemployedPopulation.data|Goodhue_Minnesota_UnitedStates.BLS_UnemployedPopulation.missing|Goodhue_Minnesota_UnitedStates.BLS_UnemploymentRate.data|Goodhue_Minnesota_UnitedStates.BLS_UnemploymentRate.missing|Goodhue_Minnesota_UnitedStates.BLS_LaborForcePopulation.data|Goodhue_Minnesota_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|25923.0|0|1095.5|0|4.054629235523808|0|27018.5|0
0|2020-01-02|25923.0|0|1095.5|0|4.054629235523808|0|27018.5|0
0|2020-01-03|25923.0|0|1095.5|0|4.054629235523808|0|27018.5|0
0|2020-01-04|25923.0|0|1095.5|0|4.054629235523808|0|27018.5|0
0|2020-01-05|25923.0|0|1095.5|0|4.054629235523808|0|27018.5|0
0|2020-01-06|25923.0|0|1095.5|0|4.054629235523808|0|27018.5|0
0|2020-01-07|25923.0|0|1095.5|0|4.054629235523808|0|27018.5|0
0|2020-01-08|25923.0|0|1095.5|0|4.054629235523808|0|27018.5|0
0|2020-01-09|25923.0|0|1095.5|0|4.054629235523808|0|27018.5|0
0|2020-01-10|25923.0|0|1095.5|0|4.054629235523808|0|27018.5|0
0|2020-01-11|25923.0|0|1095.5|0|4.054629235523808|0|27018.5|0
0|2020-01-12|25923.0|0|1095.5|0|4.054629235523808|0|27018.5|0
0|2020-01-13|25923.0|0|1095.5|0|4.054629235523808|0|27018.5|0
0|2020-01-14|25923.0|0|1095.5|0|4.054629235523808|0|27018.5|0
0|2020-01-15|25923.0|0|1095.5|0|4.054629235523808|0|27018.5|0
0|2020-01-16|25923.0|0|1095.5|0|4.054629235523808|0|27018.5|0
0|2020-01-17|25923.0|0|1095.5|0|4.054629235523808|0|27018.5|0
0|2020-01-18|25923.0|0|1095.5|0|4.054629235523808|0|27018.5|0
0|2020-01-19|25923.0|0|1095.5|0|4.054629235523808|0|27018.5|0
0|2020-01-20|25923.0|0|1095.5|0|4.054629235523808|0|27018.5|0
0|2020-01-21|25923.0|0|1095.5|0|4.054629235523808|0|27018.5|0
0|2020-01-22|25923.0|0|1095.5|0|4.054629235523808|0|27018.5|0
0|2020-01-23|25923.0|0|1095.5|0|4.054629235523808|0|27018.5|0
0|2020-01-24|25923.0|0|1095.5|0|4.054629235523808|0|27018.5|0
0|2020-01-25|25923.0|0|1095.5|0|4.054629235523808|0|27018.5|0
0|2020-01-26|25923.0|0|1095.5|0|4.054629235523808|0|27018.5|0
0|2020-01-27|25923.0|0|1095.5|0|4.054629235523808|0|27018.5|0
0|2020-01-28|25923.0|0|1095.5|0|4.054629235523808|0|27018.5|0
0|2020-01-29|25923.0|0|1095.5|0|4.054629235523808|0|27018.5|0
0|2020-01-30|25923.0|0|1095.5|0|4.054629235523808|0|27018.5|0
0|2020-01-31|25923.0|0|1095.5|0|4.054629235523808|0|27018.5|0
0|2020-02-01|26005.0|0|1029.5|0|3.8080970611625884|0|27034.5|0
0|2020-02-02|26005.0|0|1029.5|0|3.8080970611625884|0|27034.5|0
0|2020-02-03|26005.0|0|1029.5|0|3.8080970611625884|0|27034.5|0
0|2020-02-04|26005.0|0|1029.5|0|3.8080970611625884|0|27034.5|0
0|2020-02-05|26005.0|0|1029.5|0|3.8080970611625884|0|27034.5|0
0|2020-02-06|26005.0|0|1029.5|0|3.8080970611625884|0|27034.5|0
0|2020-02-07|26005.0|0|1029.5|0|3.8080970611625884|0|27034.5|0
0|2020-02-08|26005.0|0|1029.5|0|3.8080970611625884|0|27034.5|0
0|2020-02-09|26005.0|0|1029.5|0|3.8080970611625884|0|27034.5|0
