|dates|Casey_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Casey_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Casey_Kentucky_UnitedStates.Male_Total_Population.data|Casey_Kentucky_UnitedStates.Male_Total_Population.missing|Casey_Kentucky_UnitedStates.Female_Total_Population.data|Casey_Kentucky_UnitedStates.Female_Total_Population.missing|Casey_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Casey_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3197.0|0|7702.0|0|8186.0|0|3645.0|0
