|dates|Coles_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Coles_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Coles_Illinois_UnitedStates.Male_Total_Population.data|Coles_Illinois_UnitedStates.Male_Total_Population.missing|Coles_Illinois_UnitedStates.Female_Total_Population.data|Coles_Illinois_UnitedStates.Female_Total_Population.missing|Coles_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Coles_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8609.0|0|24678.0|0|26207.0|0|9202.0|0
