|dates|Hudspeth_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hudspeth_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hudspeth_Texas_UnitedStates.Male_Total_Population.data|Hudspeth_Texas_UnitedStates.Male_Total_Population.missing|Hudspeth_Texas_UnitedStates.Female_Total_Population.data|Hudspeth_Texas_UnitedStates.Female_Total_Population.missing|Hudspeth_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Hudspeth_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|737.0|0|2541.0|0|2254.0|0|1016.0|0
