|dates|Garrett_Maryland_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Garrett_Maryland_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Garrett_Maryland_UnitedStates.Male_Total_Population.data|Garrett_Maryland_UnitedStates.Male_Total_Population.missing|Garrett_Maryland_UnitedStates.Female_Total_Population.data|Garrett_Maryland_UnitedStates.Female_Total_Population.missing|Garrett_Maryland_UnitedStates.MaleAndFemale_Under18_Population.data|Garrett_Maryland_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6524.0|0|14389.0|0|14774.0|0|5426.0|0
