|dates|Moffat_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Moffat_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Moffat_Colorado_UnitedStates.Male_Total_Population.data|Moffat_Colorado_UnitedStates.Male_Total_Population.missing|Moffat_Colorado_UnitedStates.Female_Total_Population.data|Moffat_Colorado_UnitedStates.Female_Total_Population.missing|Moffat_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Moffat_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2020.0|0|6763.0|0|6425.0|0|3418.0|0
