|dates|RioGrande_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|RioGrande_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|RioGrande_Colorado_UnitedStates.Male_Total_Population.data|RioGrande_Colorado_UnitedStates.Male_Total_Population.missing|RioGrande_Colorado_UnitedStates.Female_Total_Population.data|RioGrande_Colorado_UnitedStates.Female_Total_Population.missing|RioGrande_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|RioGrande_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2276.0|0|5624.0|0|5626.0|0|2550.0|0
