|dates|Guadalupe_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Guadalupe_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Guadalupe_NewMexico_UnitedStates.Male_Total_Population.data|Guadalupe_NewMexico_UnitedStates.Male_Total_Population.missing|Guadalupe_NewMexico_UnitedStates.Female_Total_Population.data|Guadalupe_NewMexico_UnitedStates.Female_Total_Population.missing|Guadalupe_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.data|Guadalupe_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|850.0|0|2473.0|0|1868.0|0|905.0|0
