|dates|Colbert_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Colbert_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Colbert_Alabama_UnitedStates.Male_Total_Population.data|Colbert_Alabama_UnitedStates.Male_Total_Population.missing|Colbert_Alabama_UnitedStates.Female_Total_Population.data|Colbert_Alabama_UnitedStates.Female_Total_Population.missing|Colbert_Alabama_UnitedStates.MaleAndFemale_Under18_Population.data|Colbert_Alabama_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10914.0|0|26259.0|0|28503.0|0|11370.0|0
