|dates|Robertson_Kentucky_UnitedStates.BLS_EmployedPopulation.data|Robertson_Kentucky_UnitedStates.BLS_EmployedPopulation.missing|Robertson_Kentucky_UnitedStates.BLS_UnemployedPopulation.data|Robertson_Kentucky_UnitedStates.BLS_UnemployedPopulation.missing|Robertson_Kentucky_UnitedStates.BLS_UnemploymentRate.data|Robertson_Kentucky_UnitedStates.BLS_UnemploymentRate.missing|Robertson_Kentucky_UnitedStates.BLS_LaborForcePopulation.data|Robertson_Kentucky_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|768.0|0|47.5|0|5.824647455548743|0|815.5|0
0|2020-01-02|768.0|0|47.5|0|5.824647455548743|0|815.5|0
0|2020-01-03|768.0|0|47.5|0|5.824647455548743|0|815.5|0
0|2020-01-04|768.0|0|47.5|0|5.824647455548743|0|815.5|0
0|2020-01-05|768.0|0|47.5|0|5.824647455548743|0|815.5|0
0|2020-01-06|768.0|0|47.5|0|5.824647455548743|0|815.5|0
0|2020-01-07|768.0|0|47.5|0|5.824647455548743|0|815.5|0
0|2020-01-08|768.0|0|47.5|0|5.824647455548743|0|815.5|0
0|2020-01-09|768.0|0|47.5|0|5.824647455548743|0|815.5|0
0|2020-01-10|768.0|0|47.5|0|5.824647455548743|0|815.5|0
0|2020-01-11|768.0|0|47.5|0|5.824647455548743|0|815.5|0
0|2020-01-12|768.0|0|47.5|0|5.824647455548743|0|815.5|0
0|2020-01-13|768.0|0|47.5|0|5.824647455548743|0|815.5|0
0|2020-01-14|768.0|0|47.5|0|5.824647455548743|0|815.5|0
0|2020-01-15|768.0|0|47.5|0|5.824647455548743|0|815.5|0
0|2020-01-16|768.0|0|47.5|0|5.824647455548743|0|815.5|0
0|2020-01-17|768.0|0|47.5|0|5.824647455548743|0|815.5|0
0|2020-01-18|768.0|0|47.5|0|5.824647455548743|0|815.5|0
0|2020-01-19|768.0|0|47.5|0|5.824647455548743|0|815.5|0
0|2020-01-20|768.0|0|47.5|0|5.824647455548743|0|815.5|0
0|2020-01-21|768.0|0|47.5|0|5.824647455548743|0|815.5|0
0|2020-01-22|768.0|0|47.5|0|5.824647455548743|0|815.5|0
0|2020-01-23|768.0|0|47.5|0|5.824647455548743|0|815.5|0
0|2020-01-24|768.0|0|47.5|0|5.824647455548743|0|815.5|0
0|2020-01-25|768.0|0|47.5|0|5.824647455548743|0|815.5|0
0|2020-01-26|768.0|0|47.5|0|5.824647455548743|0|815.5|0
0|2020-01-27|768.0|0|47.5|0|5.824647455548743|0|815.5|0
0|2020-01-28|768.0|0|47.5|0|5.824647455548743|0|815.5|0
0|2020-01-29|768.0|0|47.5|0|5.824647455548743|0|815.5|0
0|2020-01-30|768.0|0|47.5|0|5.824647455548743|0|815.5|0
0|2020-01-31|768.0|0|47.5|0|5.824647455548743|0|815.5|0
0|2020-02-01|761.5|0|46.5|0|5.7549504950495045|0|808.0|0
0|2020-02-02|761.5|0|46.5|0|5.7549504950495045|0|808.0|0
0|2020-02-03|761.5|0|46.5|0|5.7549504950495045|0|808.0|0
0|2020-02-04|761.5|0|46.5|0|5.7549504950495045|0|808.0|0
0|2020-02-05|761.5|0|46.5|0|5.7549504950495045|0|808.0|0
0|2020-02-06|761.5|0|46.5|0|5.7549504950495045|0|808.0|0
0|2020-02-07|761.5|0|46.5|0|5.7549504950495045|0|808.0|0
0|2020-02-08|761.5|0|46.5|0|5.7549504950495045|0|808.0|0
0|2020-02-09|761.5|0|46.5|0|5.7549504950495045|0|808.0|0
0|2020-02-10|761.5|0|46.5|0|5.7549504950495045|0|808.0|0
0|2020-02-11|761.5|0|46.5|0|5.7549504950495045|0|808.0|0
0|2020-02-12|761.5|0|46.5|0|5.7549504950495045|0|808.0|0
0|2020-02-13|761.5|0|46.5|0|5.7549504950495045|0|808.0|0
0|2020-02-14|761.5|0|46.5|0|5.7549504950495045|0|808.0|0
