|dates|Yuba_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Yuba_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Yuba_California_UnitedStates.Male_Total_Population.data|Yuba_California_UnitedStates.Male_Total_Population.missing|Yuba_California_UnitedStates.Female_Total_Population.data|Yuba_California_UnitedStates.Female_Total_Population.missing|Yuba_California_UnitedStates.MaleAndFemale_Under18_Population.data|Yuba_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9955.0|0|39503.0|0|38538.0|0|21557.0|0
