|dates|Northampton_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Northampton_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Northampton_Pennsylvania_UnitedStates.Male_Total_Population.data|Northampton_Pennsylvania_UnitedStates.Male_Total_Population.missing|Northampton_Pennsylvania_UnitedStates.Female_Total_Population.data|Northampton_Pennsylvania_UnitedStates.Female_Total_Population.missing|Northampton_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Northampton_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|57955.0|0|149954.0|0|154853.0|0|60926.0|0
