|dates|Attala_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Attala_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Attala_Mississippi_UnitedStates.Male_Total_Population.data|Attala_Mississippi_UnitedStates.Male_Total_Population.missing|Attala_Mississippi_UnitedStates.Female_Total_Population.data|Attala_Mississippi_UnitedStates.Female_Total_Population.missing|Attala_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Attala_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3521.0|0|8698.0|0|9667.0|0|4621.0|0
