|dates|Lincoln_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lincoln_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lincoln_Kansas_UnitedStates.Male_Total_Population.data|Lincoln_Kansas_UnitedStates.Male_Total_Population.missing|Lincoln_Kansas_UnitedStates.Female_Total_Population.data|Lincoln_Kansas_UnitedStates.Female_Total_Population.missing|Lincoln_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Lincoln_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|739.0|0|1500.0|0|1523.0|0|679.0|0
