|dates|Miller_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Miller_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Miller_Missouri_UnitedStates.Male_Total_Population.data|Miller_Missouri_UnitedStates.Male_Total_Population.missing|Miller_Missouri_UnitedStates.Female_Total_Population.data|Miller_Missouri_UnitedStates.Female_Total_Population.missing|Miller_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Miller_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4878.0|0|12645.0|0|12691.0|0|5918.0|0
