|dates|Perry_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Perry_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Perry_Indiana_UnitedStates.Male_Total_Population.data|Perry_Indiana_UnitedStates.Male_Total_Population.missing|Perry_Indiana_UnitedStates.Female_Total_Population.data|Perry_Indiana_UnitedStates.Female_Total_Population.missing|Perry_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Perry_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3590.0|0|10232.0|0|8870.0|0|4013.0|0
