|dates|Franklin_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Franklin_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Franklin_Missouri_UnitedStates.Male_Total_Population.data|Franklin_Missouri_UnitedStates.Male_Total_Population.missing|Franklin_Missouri_UnitedStates.Female_Total_Population.data|Franklin_Missouri_UnitedStates.Female_Total_Population.missing|Franklin_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Franklin_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|17998.0|0|51520.0|0|52150.0|0|23823.0|0
