|dates|Crittenden_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Crittenden_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Crittenden_Arkansas_UnitedStates.Male_Total_Population.data|Crittenden_Arkansas_UnitedStates.Male_Total_Population.missing|Crittenden_Arkansas_UnitedStates.Female_Total_Population.data|Crittenden_Arkansas_UnitedStates.Female_Total_Population.missing|Crittenden_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Crittenden_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6838.0|0|23011.0|0|25331.0|0|13076.0|0
