|dates|Dubuque_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Dubuque_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Dubuque_Iowa_UnitedStates.Male_Total_Population.data|Dubuque_Iowa_UnitedStates.Male_Total_Population.missing|Dubuque_Iowa_UnitedStates.Female_Total_Population.data|Dubuque_Iowa_UnitedStates.Female_Total_Population.missing|Dubuque_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Dubuque_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|17409.0|0|47863.0|0|48991.0|0|22037.0|0
