|dates|Leavenworth_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Leavenworth_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Leavenworth_Kansas_UnitedStates.Male_Total_Population.data|Leavenworth_Kansas_UnitedStates.Male_Total_Population.missing|Leavenworth_Kansas_UnitedStates.Female_Total_Population.data|Leavenworth_Kansas_UnitedStates.Female_Total_Population.missing|Leavenworth_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Leavenworth_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11779.0|0|43269.0|0|38083.0|0|19284.0|0
