|dates|Shelby_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Shelby_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Shelby_Missouri_UnitedStates.Male_Total_Population.data|Shelby_Missouri_UnitedStates.Male_Total_Population.missing|Shelby_Missouri_UnitedStates.Female_Total_Population.data|Shelby_Missouri_UnitedStates.Female_Total_Population.missing|Shelby_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Shelby_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1287.0|0|3012.0|0|3038.0|0|1457.0|0
