|dates|Waushara_Wisconsin_UnitedStates.BLS_EmployedPopulation.data|Waushara_Wisconsin_UnitedStates.BLS_EmployedPopulation.missing|Waushara_Wisconsin_UnitedStates.BLS_UnemployedPopulation.data|Waushara_Wisconsin_UnitedStates.BLS_UnemployedPopulation.missing|Waushara_Wisconsin_UnitedStates.BLS_UnemploymentRate.data|Waushara_Wisconsin_UnitedStates.BLS_UnemploymentRate.missing|Waushara_Wisconsin_UnitedStates.BLS_LaborForcePopulation.data|Waushara_Wisconsin_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|10735.0|0|615.5|0|5.4226686049072725|0|11350.5|0
0|2020-01-02|10735.0|0|615.5|0|5.4226686049072725|0|11350.5|0
0|2020-01-03|10735.0|0|615.5|0|5.4226686049072725|0|11350.5|0
0|2020-01-04|10735.0|0|615.5|0|5.4226686049072725|0|11350.5|0
0|2020-01-05|10735.0|0|615.5|0|5.4226686049072725|0|11350.5|0
0|2020-01-06|10735.0|0|615.5|0|5.4226686049072725|0|11350.5|0
0|2020-01-07|10735.0|0|615.5|0|5.4226686049072725|0|11350.5|0
0|2020-01-08|10735.0|0|615.5|0|5.4226686049072725|0|11350.5|0
0|2020-01-09|10735.0|0|615.5|0|5.4226686049072725|0|11350.5|0
0|2020-01-10|10735.0|0|615.5|0|5.4226686049072725|0|11350.5|0
0|2020-01-11|10735.0|0|615.5|0|5.4226686049072725|0|11350.5|0
0|2020-01-12|10735.0|0|615.5|0|5.4226686049072725|0|11350.5|0
0|2020-01-13|10735.0|0|615.5|0|5.4226686049072725|0|11350.5|0
0|2020-01-14|10735.0|0|615.5|0|5.4226686049072725|0|11350.5|0
0|2020-01-15|10735.0|0|615.5|0|5.4226686049072725|0|11350.5|0
0|2020-01-16|10735.0|0|615.5|0|5.4226686049072725|0|11350.5|0
0|2020-01-17|10735.0|0|615.5|0|5.4226686049072725|0|11350.5|0
0|2020-01-18|10735.0|0|615.5|0|5.4226686049072725|0|11350.5|0
0|2020-01-19|10735.0|0|615.5|0|5.4226686049072725|0|11350.5|0
0|2020-01-20|10735.0|0|615.5|0|5.4226686049072725|0|11350.5|0
0|2020-01-21|10735.0|0|615.5|0|5.4226686049072725|0|11350.5|0
0|2020-01-22|10735.0|0|615.5|0|5.4226686049072725|0|11350.5|0
0|2020-01-23|10735.0|0|615.5|0|5.4226686049072725|0|11350.5|0
0|2020-01-24|10735.0|0|615.5|0|5.4226686049072725|0|11350.5|0
0|2020-01-25|10735.0|0|615.5|0|5.4226686049072725|0|11350.5|0
0|2020-01-26|10735.0|0|615.5|0|5.4226686049072725|0|11350.5|0
0|2020-01-27|10735.0|0|615.5|0|5.4226686049072725|0|11350.5|0
0|2020-01-28|10735.0|0|615.5|0|5.4226686049072725|0|11350.5|0
0|2020-01-29|10735.0|0|615.5|0|5.4226686049072725|0|11350.5|0
0|2020-01-30|10735.0|0|615.5|0|5.4226686049072725|0|11350.5|0
0|2020-01-31|10735.0|0|615.5|0|5.4226686049072725|0|11350.5|0
0|2020-02-01|10563.0|0|586.5|0|5.260325575137899|0|11149.5|0
0|2020-02-02|10563.0|0|586.5|0|5.260325575137899|0|11149.5|0
0|2020-02-03|10563.0|0|586.5|0|5.260325575137899|0|11149.5|0
0|2020-02-04|10563.0|0|586.5|0|5.260325575137899|0|11149.5|0
0|2020-02-05|10563.0|0|586.5|0|5.260325575137899|0|11149.5|0
0|2020-02-06|10563.0|0|586.5|0|5.260325575137899|0|11149.5|0
0|2020-02-07|10563.0|0|586.5|0|5.260325575137899|0|11149.5|0
0|2020-02-08|10563.0|0|586.5|0|5.260325575137899|0|11149.5|0
0|2020-02-09|10563.0|0|586.5|0|5.260325575137899|0|11149.5|0
0|2020-02-10|10563.0|0|586.5|0|5.260325575137899|0|11149.5|0
0|2020-02-11|10563.0|0|586.5|0|5.260325575137899|0|11149.5|0
0|2020-02-12|10563.0|0|586.5|0|5.260325575137899|0|11149.5|0
0|2020-02-13|10563.0|0|586.5|0|5.260325575137899|0|11149.5|0
0|2020-02-14|10563.0|0|586.5|0|5.260325575137899|0|11149.5|0
0|2020-02-15|10563.0|0|586.5|0|5.260325575137899|0|11149.5|0
0|2020-02-16|10563.0|0|586.5|0|5.260325575137899|0|11149.5|0
0|2020-02-17|10563.0|0|586.5|0|5.260325575137899|0|11149.5|0
0|2020-02-18|10563.0|0|586.5|0|5.260325575137899|0|11149.5|0
0|2020-02-19|10563.0|0|586.5|0|5.260325575137899|0|11149.5|0
0|2020-02-20|10563.0|0|586.5|0|5.260325575137899|0|11149.5|0
0|2020-02-21|10563.0|0|586.5|0|5.260325575137899|0|11149.5|0
0|2020-02-22|10563.0|0|586.5|0|5.260325575137899|0|11149.5|0
0|2020-02-23|10563.0|0|586.5|0|5.260325575137899|0|11149.5|0
0|2020-02-24|10563.0|0|586.5|0|5.260325575137899|0|11149.5|0
0|2020-02-25|10563.0|0|586.5|0|5.260325575137899|0|11149.5|0
0|2020-02-26|10563.0|0|586.5|0|5.260325575137899|0|11149.5|0
0|2020-02-27|10563.0|0|586.5|0|5.260325575137899|0|11149.5|0
0|2020-02-28|10563.0|0|586.5|0|5.260325575137899|0|11149.5|0
0|2020-02-29|10563.0|0|586.5|0|5.260325575137899|0|11149.5|0
0|2020-03-01|10542.5|0|550.5|0|4.962589020102768|0|11093.0|0
0|2020-03-02|10542.5|0|550.5|0|4.962589020102768|0|11093.0|0
0|2020-03-03|10542.5|0|550.5|0|4.962589020102768|0|11093.0|0
0|2020-03-04|10542.5|0|550.5|0|4.962589020102768|0|11093.0|0
0|2020-03-05|10542.5|0|550.5|0|4.962589020102768|0|11093.0|0
0|2020-03-06|10542.5|0|550.5|0|4.962589020102768|0|11093.0|0
0|2020-03-07|10542.5|0|550.5|0|4.962589020102768|0|11093.0|0
0|2020-03-08|10542.5|0|550.5|0|4.962589020102768|0|11093.0|0
0|2020-03-09|10542.5|0|550.5|0|4.962589020102768|0|11093.0|0
0|2020-03-10|10542.5|0|550.5|0|4.962589020102768|0|11093.0|0
0|2020-03-11|10542.5|0|550.5|0|4.962589020102768|0|11093.0|0
0|2020-03-12|10542.5|0|550.5|0|4.962589020102768|0|11093.0|0
0|2020-03-13|10542.5|0|550.5|0|4.962589020102768|0|11093.0|0
0|2020-03-14|10542.5|0|550.5|0|4.962589020102768|0|11093.0|0
0|2020-03-15|10542.5|0|550.5|0|4.962589020102768|0|11093.0|0
0|2020-03-16|10542.5|0|550.5|0|4.962589020102768|0|11093.0|0
0|2020-03-17|10542.5|0|550.5|0|4.962589020102768|0|11093.0|0
0|2020-03-18|10542.5|0|550.5|0|4.962589020102768|0|11093.0|0
0|2020-03-19|10542.5|0|550.5|0|4.962589020102768|0|11093.0|0
0|2020-03-20|10542.5|0|550.5|0|4.962589020102768|0|11093.0|0
0|2020-03-21|10542.5|0|550.5|0|4.962589020102768|0|11093.0|0
0|2020-03-22|10542.5|0|550.5|0|4.962589020102768|0|11093.0|0
0|2020-03-23|10542.5|0|550.5|0|4.962589020102768|0|11093.0|0
0|2020-03-24|10542.5|0|550.5|0|4.962589020102768|0|11093.0|0
0|2020-03-25|10542.5|0|550.5|0|4.962589020102768|0|11093.0|0
0|2020-03-26|10542.5|0|550.5|0|4.962589020102768|0|11093.0|0
0|2020-03-27|10542.5|0|550.5|0|4.962589020102768|0|11093.0|0
0|2020-03-28|10542.5|0|550.5|0|4.962589020102768|0|11093.0|0
0|2020-03-29|10542.5|0|550.5|0|4.962589020102768|0|11093.0|0
0|2020-03-30|10542.5|0|550.5|0|4.962589020102768|0|11093.0|0
0|2020-03-31|10542.5|0|550.5|0|4.962589020102768|0|11093.0|0
0|2020-04-01|9493.0|0|1745.5|0|15.531432130622415|0|11238.5|0
0|2020-04-02|9493.0|0|1745.5|0|15.531432130622415|0|11238.5|0
0|2020-04-03|9493.0|0|1745.5|0|15.531432130622415|0|11238.5|0
0|2020-04-04|9493.0|0|1745.5|0|15.531432130622415|0|11238.5|0
