|dates|OutofVA_Virginia_UnitedStates.JHU_ConfirmedCases.data|OutofVA_Virginia_UnitedStates.JHU_ConfirmedCases.missing|OutofVA_Virginia_UnitedStates.NYT_ConfirmedCases.data|OutofVA_Virginia_UnitedStates.NYT_ConfirmedCases.missing|OutofVA_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|OutofVA_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|OutofVA_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|OutofVA_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|0.0|0|0.0|100|0.0|0|0.0|100
