|dates|Dunn_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Dunn_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Dunn_Wisconsin_UnitedStates.Male_Total_Population.data|Dunn_Wisconsin_UnitedStates.Male_Total_Population.missing|Dunn_Wisconsin_UnitedStates.Female_Total_Population.data|Dunn_Wisconsin_UnitedStates.Female_Total_Population.missing|Dunn_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Dunn_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7077.0|0|22651.0|0|22480.0|0|8872.0|0
