|dates|Liberty_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Liberty_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Liberty_Texas_UnitedStates.Male_Total_Population.data|Liberty_Texas_UnitedStates.Male_Total_Population.missing|Liberty_Texas_UnitedStates.Female_Total_Population.data|Liberty_Texas_UnitedStates.Female_Total_Population.missing|Liberty_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Liberty_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11052.0|0|42794.0|0|43529.0|0|22868.0|0
