|dates|Brown_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Brown_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Brown_Texas_UnitedStates.Male_Total_Population.data|Brown_Texas_UnitedStates.Male_Total_Population.missing|Brown_Texas_UnitedStates.Female_Total_Population.data|Brown_Texas_UnitedStates.Female_Total_Population.missing|Brown_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Brown_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7556.0|0|18764.0|0|19160.0|0|8400.0|0
