|dates|Martin_Indiana_UnitedStates.BLS_EmployedPopulation.data|Martin_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Martin_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Martin_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Martin_Indiana_UnitedStates.BLS_UnemploymentRate.data|Martin_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Martin_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Martin_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|5226.0|0|154.5|0|2.8714803456927793|0|5380.5|0
0|2020-01-02|5226.0|0|154.5|0|2.8714803456927793|0|5380.5|0
0|2020-01-03|5226.0|0|154.5|0|2.8714803456927793|0|5380.5|0
0|2020-01-04|5226.0|0|154.5|0|2.8714803456927793|0|5380.5|0
0|2020-01-05|5226.0|0|154.5|0|2.8714803456927793|0|5380.5|0
0|2020-01-06|5226.0|0|154.5|0|2.8714803456927793|0|5380.5|0
0|2020-01-07|5226.0|0|154.5|0|2.8714803456927793|0|5380.5|0
0|2020-01-08|5226.0|0|154.5|0|2.8714803456927793|0|5380.5|0
0|2020-01-09|5226.0|0|154.5|0|2.8714803456927793|0|5380.5|0
0|2020-01-10|5226.0|0|154.5|0|2.8714803456927793|0|5380.5|0
0|2020-01-11|5226.0|0|154.5|0|2.8714803456927793|0|5380.5|0
0|2020-01-12|5226.0|0|154.5|0|2.8714803456927793|0|5380.5|0
0|2020-01-13|5226.0|0|154.5|0|2.8714803456927793|0|5380.5|0
0|2020-01-14|5226.0|0|154.5|0|2.8714803456927793|0|5380.5|0
0|2020-01-15|5226.0|0|154.5|0|2.8714803456927793|0|5380.5|0
0|2020-01-16|5226.0|0|154.5|0|2.8714803456927793|0|5380.5|0
0|2020-01-17|5226.0|0|154.5|0|2.8714803456927793|0|5380.5|0
0|2020-01-18|5226.0|0|154.5|0|2.8714803456927793|0|5380.5|0
0|2020-01-19|5226.0|0|154.5|0|2.8714803456927793|0|5380.5|0
0|2020-01-20|5226.0|0|154.5|0|2.8714803456927793|0|5380.5|0
0|2020-01-21|5226.0|0|154.5|0|2.8714803456927793|0|5380.5|0
0|2020-01-22|5226.0|0|154.5|0|2.8714803456927793|0|5380.5|0
0|2020-01-23|5226.0|0|154.5|0|2.8714803456927793|0|5380.5|0
0|2020-01-24|5226.0|0|154.5|0|2.8714803456927793|0|5380.5|0
0|2020-01-25|5226.0|0|154.5|0|2.8714803456927793|0|5380.5|0
0|2020-01-26|5226.0|0|154.5|0|2.8714803456927793|0|5380.5|0
0|2020-01-27|5226.0|0|154.5|0|2.8714803456927793|0|5380.5|0
0|2020-01-28|5226.0|0|154.5|0|2.8714803456927793|0|5380.5|0
0|2020-01-29|5226.0|0|154.5|0|2.8714803456927793|0|5380.5|0
0|2020-01-30|5226.0|0|154.5|0|2.8714803456927793|0|5380.5|0
0|2020-01-31|5226.0|0|154.5|0|2.8714803456927793|0|5380.5|0
0|2020-02-01|5209.5|0|132.5|0|2.480344440284538|0|5342.0|0
0|2020-02-02|5209.5|0|132.5|0|2.480344440284538|0|5342.0|0
0|2020-02-03|5209.5|0|132.5|0|2.480344440284538|0|5342.0|0
0|2020-02-04|5209.5|0|132.5|0|2.480344440284538|0|5342.0|0
0|2020-02-05|5209.5|0|132.5|0|2.480344440284538|0|5342.0|0
0|2020-02-06|5209.5|0|132.5|0|2.480344440284538|0|5342.0|0
0|2020-02-07|5209.5|0|132.5|0|2.480344440284538|0|5342.0|0
0|2020-02-08|5209.5|0|132.5|0|2.480344440284538|0|5342.0|0
0|2020-02-09|5209.5|0|132.5|0|2.480344440284538|0|5342.0|0
0|2020-02-10|5209.5|0|132.5|0|2.480344440284538|0|5342.0|0
0|2020-02-11|5209.5|0|132.5|0|2.480344440284538|0|5342.0|0
0|2020-02-12|5209.5|0|132.5|0|2.480344440284538|0|5342.0|0
0|2020-02-13|5209.5|0|132.5|0|2.480344440284538|0|5342.0|0
0|2020-02-14|5209.5|0|132.5|0|2.480344440284538|0|5342.0|0
0|2020-02-15|5209.5|0|132.5|0|2.480344440284538|0|5342.0|0
0|2020-02-16|5209.5|0|132.5|0|2.480344440284538|0|5342.0|0
0|2020-02-17|5209.5|0|132.5|0|2.480344440284538|0|5342.0|0
0|2020-02-18|5209.5|0|132.5|0|2.480344440284538|0|5342.0|0
0|2020-02-19|5209.5|0|132.5|0|2.480344440284538|0|5342.0|0
0|2020-02-20|5209.5|0|132.5|0|2.480344440284538|0|5342.0|0
0|2020-02-21|5209.5|0|132.5|0|2.480344440284538|0|5342.0|0
0|2020-02-22|5209.5|0|132.5|0|2.480344440284538|0|5342.0|0
0|2020-02-23|5209.5|0|132.5|0|2.480344440284538|0|5342.0|0
0|2020-02-24|5209.5|0|132.5|0|2.480344440284538|0|5342.0|0
0|2020-02-25|5209.5|0|132.5|0|2.480344440284538|0|5342.0|0
0|2020-02-26|5209.5|0|132.5|0|2.480344440284538|0|5342.0|0
0|2020-02-27|5209.5|0|132.5|0|2.480344440284538|0|5342.0|0
0|2020-02-28|5209.5|0|132.5|0|2.480344440284538|0|5342.0|0
0|2020-02-29|5209.5|0|132.5|0|2.480344440284538|0|5342.0|0
0|2020-03-01|5092.5|0|142.5|0|2.7220630372492836|0|5235.0|0
0|2020-03-02|5092.5|0|142.5|0|2.7220630372492836|0|5235.0|0
0|2020-03-03|5092.5|0|142.5|0|2.7220630372492836|0|5235.0|0
0|2020-03-04|5092.5|0|142.5|0|2.7220630372492836|0|5235.0|0
0|2020-03-05|5092.5|0|142.5|0|2.7220630372492836|0|5235.0|0
0|2020-03-06|5092.5|0|142.5|0|2.7220630372492836|0|5235.0|0
0|2020-03-07|5092.5|0|142.5|0|2.7220630372492836|0|5235.0|0
0|2020-03-08|5092.5|0|142.5|0|2.7220630372492836|0|5235.0|0
0|2020-03-09|5092.5|0|142.5|0|2.7220630372492836|0|5235.0|0
0|2020-03-10|5092.5|0|142.5|0|2.7220630372492836|0|5235.0|0
0|2020-03-11|5092.5|0|142.5|0|2.7220630372492836|0|5235.0|0
0|2020-03-12|5092.5|0|142.5|0|2.7220630372492836|0|5235.0|0
0|2020-03-13|5092.5|0|142.5|0|2.7220630372492836|0|5235.0|0
0|2020-03-14|5092.5|0|142.5|0|2.7220630372492836|0|5235.0|0
0|2020-03-15|5092.5|0|142.5|0|2.7220630372492836|0|5235.0|0
0|2020-03-16|5092.5|0|142.5|0|2.7220630372492836|0|5235.0|0
0|2020-03-17|5092.5|0|142.5|0|2.7220630372492836|0|5235.0|0
0|2020-03-18|5092.5|0|142.5|0|2.7220630372492836|0|5235.0|0
0|2020-03-19|5092.5|0|142.5|0|2.7220630372492836|0|5235.0|0
0|2020-03-20|5092.5|0|142.5|0|2.7220630372492836|0|5235.0|0
0|2020-03-21|5092.5|0|142.5|0|2.7220630372492836|0|5235.0|0
0|2020-03-22|5092.5|0|142.5|0|2.7220630372492836|0|5235.0|0
0|2020-03-23|5092.5|0|142.5|0|2.7220630372492836|0|5235.0|0
0|2020-03-24|5092.5|0|142.5|0|2.7220630372492836|0|5235.0|0
0|2020-03-25|5092.5|0|142.5|0|2.7220630372492836|0|5235.0|0
0|2020-03-26|5092.5|0|142.5|0|2.7220630372492836|0|5235.0|0
0|2020-03-27|5092.5|0|142.5|0|2.7220630372492836|0|5235.0|0
0|2020-03-28|5092.5|0|142.5|0|2.7220630372492836|0|5235.0|0
0|2020-03-29|5092.5|0|142.5|0|2.7220630372492836|0|5235.0|0
0|2020-03-30|5092.5|0|142.5|0|2.7220630372492836|0|5235.0|0
0|2020-03-31|5092.5|0|142.5|0|2.7220630372492836|0|5235.0|0
0|2020-04-01|4538.0|0|407.0|0|8.230535894843277|0|4945.0|0
