|dates|Bossier_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bossier_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bossier_Louisiana_UnitedStates.Male_Total_Population.data|Bossier_Louisiana_UnitedStates.Male_Total_Population.missing|Bossier_Louisiana_UnitedStates.Female_Total_Population.data|Bossier_Louisiana_UnitedStates.Female_Total_Population.missing|Bossier_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|Bossier_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|18240.0|0|62919.0|0|64266.0|0|31589.0|0
