|dates|Barron_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Barron_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Barron_Wisconsin_UnitedStates.Male_Total_Population.data|Barron_Wisconsin_UnitedStates.Male_Total_Population.missing|Barron_Wisconsin_UnitedStates.Female_Total_Population.data|Barron_Wisconsin_UnitedStates.Female_Total_Population.missing|Barron_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Barron_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9908.0|0|22628.0|0|22536.0|0|9739.0|0
