|dates|Uvalde_Texas_UnitedStates.AveragePrecipitationTotal.data|Uvalde_Texas_UnitedStates.AveragePrecipitationTotal.missing|Uvalde_Texas_UnitedStates.AveragePrecipitation.data|Uvalde_Texas_UnitedStates.AveragePrecipitation.missing|Uvalde_Texas_UnitedStates.AverageWindDirection.data|Uvalde_Texas_UnitedStates.AverageWindDirection.missing|Uvalde_Texas_UnitedStates.AverageWindSpeed.data|Uvalde_Texas_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|70|0.0|70|18.541666666666668|0|1.4166666666666667|0
