|dates|Bedford_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bedford_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bedford_Pennsylvania_UnitedStates.Male_Total_Population.data|Bedford_Pennsylvania_UnitedStates.Male_Total_Population.missing|Bedford_Pennsylvania_UnitedStates.Female_Total_Population.data|Bedford_Pennsylvania_UnitedStates.Female_Total_Population.missing|Bedford_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Bedford_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11018.0|0|24000.0|0|24176.0|0|9366.0|0
