|dates|Cook_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cook_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cook_Minnesota_UnitedStates.Male_Total_Population.data|Cook_Minnesota_UnitedStates.Male_Total_Population.missing|Cook_Minnesota_UnitedStates.Female_Total_Population.data|Cook_Minnesota_UnitedStates.Female_Total_Population.missing|Cook_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Cook_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1540.0|0|2698.0|0|2695.0|0|851.0|0
