|dates|Riley_Kansas_UnitedStates.BLS_EmployedPopulation.data|Riley_Kansas_UnitedStates.BLS_EmployedPopulation.missing|Riley_Kansas_UnitedStates.BLS_UnemployedPopulation.data|Riley_Kansas_UnitedStates.BLS_UnemployedPopulation.missing|Riley_Kansas_UnitedStates.BLS_UnemploymentRate.data|Riley_Kansas_UnitedStates.BLS_UnemploymentRate.missing|Riley_Kansas_UnitedStates.BLS_LaborForcePopulation.data|Riley_Kansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|32912.0|0|1033.0|0|3.043158049786419|0|33945.0|0
