|dates|VanBuren_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|VanBuren_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|VanBuren_Iowa_UnitedStates.Male_Total_Population.data|VanBuren_Iowa_UnitedStates.Male_Total_Population.missing|VanBuren_Iowa_UnitedStates.Female_Total_Population.data|VanBuren_Iowa_UnitedStates.Female_Total_Population.missing|VanBuren_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|VanBuren_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1576.0|0|3613.0|0|3407.0|0|1601.0|0
